Time [s];Schweissstrom [A];Schweissspannung [V];Drahtvorschub [m/min];Gasfluss [l/min];Motorstrom [A]
727,8182;51,00;19,05;0,00;0,00;0,00
727,8485;51,00;19,05;0,00;0,00;0,00
727,8788;52,00;19,05;0,00;0,00;0,00
727,9091;51,00;19,05;0,00;0,00;0,00
727,9394;51,00;19,05;0,00;0,00;0,00
727,9697;52,00;19,05;0,00;0,00;0,00
728,0000;52,00;19,05;0,00;0,00;0,00
728,0303;51,00;19,05;0,00;0,00;0,00
728,0606;53,00;19,05;0,00;0,00;0,00
728,0909;50,00;19,20;0,00;0,00;0,00
728,1212;50,00;19,05;0,00;0,00;0,00
728,1515;52,00;19,05;0,00;0,00;0,00
728,1818;52,00;19,05;0,00;0,00;0,00
728,2121;51,00;19,05;0,00;0,00;0,00
728,2424;53,00;18,90;0,00;0,00;0,00
728,2727;49,00;19,05;0,00;0,00;0,00
728,3030;51,00;19,35;0,00;0,00;0,00
728,3333;52,00;19,50;0,00;0,00;0,00
728,3636;58,00;19,35;0,00;0,00;0,00
728,3939;59,00;18,90;0,00;0,00;0,00
728,4242;57,00;18,90;0,00;0,00;0,00
728,4545;58,00;19,05;0,00;0,00;0,00
728,4848;55,00;19,05;0,00;0,00;0,00
728,5152;54,00;19,05;0,00;0,00;0,00
728,5455;53,00;19,20;0,00;0,00;0,00
728,5758;53,00;19,05;0,00;0,00;0,00
728,6061;52,00;19,35;0,00;0,00;0,00
728,6364;55,00;19,20;0,00;0,00;0,00
728,6667;55,00;18,90;0,00;0,00;0,00
728,6970;57,00;19,05;0,00;0,00;0,00
728,7273;54,00;19,05;0,00;0,00;0,00
728,7576;52,00;19,05;0,00;0,00;0,00
728,7879;52,00;19,05;0,00;0,00;0,00
728,8182;52,00;19,05;0,00;0,00;0,00
728,8485;52,00;19,05;0,00;0,00;0,00
728,8788;53,00;19,05;0,00;0,00;0,00
728,9091;53,00;19,05;0,00;0,00;0,00
728,9394;52,00;19,05;0,00;0,00;0,00
728,9697;55,00;19,05;0,00;0,00;0,00
729,0000;55,00;19,05;0,00;0,00;0,00
729,0303;55,00;19,05;0,00;0,00;0,00
729,0606;53,00;19,05;0,00;0,00;0,00
729,0909;51,00;19,05;0,00;0,00;0,00
729,1212;52,00;19,05;0,00;0,00;0,00
729,1515;50,00;19,05;0,00;0,00;0,00
729,1818;52,00;19,05;0,00;0,00;0,00
729,2121;52,00;19,05;0,00;0,00;0,00
729,2424;52,00;19,05;0,00;0,00;0,00
729,2727;52,00;19,05;0,00;0,00;0,00
729,3030;52,00;19,05;0,00;0,00;0,00
729,3333;52,00;19,05;0,00;0,00;0,00
729,3636;52,00;19,05;0,00;0,00;0,00
729,3939;52,00;19,05;0,00;0,00;0,00
729,4242;52,00;19,05;0,00;0,00;0,00
729,4545;53,00;19,05;0,00;0,00;0,00
729,4848;53,00;19,05;0,00;0,00;0,00
729,5152;53,00;19,05;0,00;0,00;0,00
729,5455;55,00;19,05;0,00;0,00;0,00
729,5758;53,00;19,05;0,00;0,00;0,00
729,6061;53,00;19,05;0,00;0,00;0,00
729,6364;54,00;19,05;0,00;0,00;0,00
729,6667;52,00;19,05;0,00;0,00;0,00
729,6970;53,00;19,05;0,00;0,00;0,00
729,7273;54,00;19,05;0,00;0,00;0,00
729,7576;53,00;19,05;0,00;0,00;0,00
729,7879;53,00;19,05;0,00;0,00;0,00
729,8182;53,00;19,05;0,00;0,00;0,00
729,8485;52,00;19,05;0,00;0,00;0,00
729,8788;53,00;19,05;0,00;0,00;0,00
729,9091;54,00;19,05;0,00;0,00;0,00
729,9394;52,00;19,05;0,00;0,00;0,00
729,9697;51,00;19,05;0,00;0,00;0,00
730,0000;53,00;19,05;0,00;0,00;0,00
730,0303;54,00;19,05;0,00;0,00;0,00
730,0606;53,00;19,05;0,00;0,00;0,00
730,0909;52,00;19,05;0,00;0,00;0,00
730,1212;53,00;19,05;0,00;0,00;0,00
730,1515;53,00;19,05;0,00;0,00;0,00
730,1818;53,00;19,05;0,00;0,00;0,00
730,2121;52,00;19,05;0,00;0,00;0,00
730,2424;53,00;19,05;0,00;0,00;0,00
730,2727;54,00;19,05;0,00;0,00;0,00
730,3030;53,00;19,05;0,00;0,00;0,00
730,3333;54,00;19,05;0,00;0,00;0,00
730,3636;53,00;19,20;0,00;0,00;0,00
730,3939;56,00;19,20;0,00;0,00;0,00
730,4242;58,00;19,05;0,00;0,00;0,00
730,4545;58,00;18,90;0,00;0,00;0,00
730,4848;58,00;19,05;0,00;0,00;0,00
730,5152;59,00;19,05;0,00;0,00;0,00
730,5455;55,00;19,05;0,00;0,00;0,00
730,5758;55,00;19,05;0,00;0,00;0,00
730,6061;52,00;19,05;0,00;0,00;0,00
730,6364;55,00;19,05;0,00;0,00;0,00
730,6667;53,00;19,05;0,00;0,00;0,00
730,6970;53,00;19,20;0,00;0,00;0,00
730,7273;52,00;19,05;0,00;0,00;0,00
730,7576;55,00;19,05;0,00;0,00;0,00
730,7879;53,00;19,05;0,00;0,00;0,00
730,8182;52,00;19,05;0,00;0,00;0,00
730,8485;53,00;19,05;0,00;0,00;0,00
730,8788;52,00;19,05;0,00;0,00;0,00
730,9091;52,00;19,05;0,00;0,00;0,00
730,9394;52,00;19,05;0,00;0,00;0,00
730,9697;52,00;19,05;0,00;0,00;0,00
731,0000;52,00;19,05;0,00;0,00;0,00
731,0303;55,00;19,05;0,00;0,00;0,00
731,0606;53,00;19,05;0,00;0,00;0,00
731,0909;53,00;18,90;0,00;0,00;0,00
731,1212;54,00;19,05;0,00;0,00;0,00
731,1515;51,00;19,05;0,00;0,00;0,00
731,1818;53,00;19,05;0,00;0,00;0,00
731,2121;53,00;19,05;0,00;0,00;0,00
731,2424;51,00;19,05;0,00;0,00;0,00
731,2727;52,00;19,05;0,00;0,00;0,00
731,3030;53,00;18,90;0,00;0,00;0,00
731,3333;52,00;19,05;0,00;0,00;0,00
731,3636;53,00;19,05;0,00;0,00;0,00
731,3939;52,00;19,05;0,00;0,00;0,00
731,4242;53,00;19,05;0,00;0,00;0,00
731,4545;52,00;18,90;0,00;0,00;0,00
731,4848;54,00;19,05;0,00;0,00;0,00
731,5152;52,00;19,05;0,00;0,00;0,00
731,5455;52,00;19,05;0,00;0,00;0,00
731,5758;53,00;19,05;0,00;0,00;0,00
731,6061;53,00;19,05;0,00;0,00;0,00
731,6364;53,00;19,05;0,00;0,00;0,00
731,6667;54,00;19,05;0,00;0,00;0,00
731,6970;54,00;19,05;0,00;0,00;0,00
731,7273;54,00;18,90;0,00;0,00;0,00
731,7576;54,00;19,05;0,00;0,00;0,00
731,7879;55,00;19,05;0,00;0,00;0,00
731,8182;53,00;19,05;0,00;0,00;0,00
731,8485;53,00;19,05;0,00;0,00;0,00
731,8788;52,00;19,05;0,00;0,00;0,00
731,9091;53,00;19,05;0,00;0,00;0,00
731,9394;52,00;19,05;0,00;0,00;0,00
731,9697;52,00;19,05;0,00;0,00;0,00
732,0000;52,00;19,20;0,00;0,00;0,00
732,0303;51,00;19,05;0,00;0,00;0,00
732,0606;53,00;19,05;0,00;0,00;0,00
732,0909;52,00;19,05;0,00;0,00;0,00
732,1212;53,00;19,05;0,00;0,00;0,00
732,1515;53,00;19,05;0,00;0,00;0,00
732,1818;53,00;19,05;0,00;0,00;0,00
732,2121;52,00;19,05;0,00;0,00;0,00
732,2424;52,00;19,05;0,00;0,00;0,00
732,2727;52,00;19,05;0,00;0,00;0,00
732,3030;51,00;19,05;0,00;0,00;0,00
732,3333;53,00;19,05;0,00;0,00;0,00
732,3636;53,00;19,05;0,00;0,00;0,00
732,3939;52,00;19,05;0,00;0,00;0,00
732,4242;53,00;19,05;0,00;0,00;0,00
732,4545;52,00;19,05;0,00;0,00;0,00
732,4848;53,00;19,20;0,00;0,00;0,00
732,5152;53,00;18,90;0,00;0,00;0,00
732,5455;51,00;19,05;0,00;0,00;0,00
732,5758;53,00;19,20;0,00;0,00;0,00
732,6061;57,00;19,05;0,00;0,00;0,00
732,6364;58,00;19,20;0,00;0,00;0,00
732,6667;56,00;19,05;0,00;0,00;0,00
732,6970;55,00;19,05;0,00;0,00;0,00
732,7273;54,00;19,05;0,00;0,00;0,00
732,7576;55,00;19,05;0,00;0,00;0,00
732,7879;54,00;19,05;0,00;0,00;0,00
732,8182;52,00;19,05;0,00;0,00;0,00
732,8485;54,00;18,90;0,00;0,00;0,00
732,8788;54,00;19,20;0,00;0,00;0,00
732,9091;53,00;19,05;0,00;0,00;0,00
732,9394;52,00;19,05;0,00;0,00;0,00
732,9697;53,00;19,05;0,00;0,00;0,00
733,0000;52,00;19,05;0,00;0,00;0,00
733,0303;52,00;19,05;0,00;0,00;0,00
733,0606;52,00;19,05;0,00;0,00;0,00
733,0909;54,00;19,05;0,00;0,00;0,00
733,1212;54,00;19,05;0,00;0,00;0,00
733,1515;53,00;19,05;0,00;0,00;0,00
733,1818;53,00;19,05;0,00;0,00;0,00
733,2121;54,00;18,90;0,00;0,00;0,00
733,2424;52,00;19,05;0,00;0,00;0,00
733,2727;54,00;19,05;0,00;0,00;0,00
733,3030;53,00;19,20;0,00;0,00;0,00
733,3333;52,00;19,05;0,00;0,00;0,00
733,3636;52,00;18,90;0,00;0,00;0,00
733,3939;53,00;19,05;0,00;0,00;0,00
733,4242;51,00;19,05;0,00;0,00;0,00
733,4545;54,00;19,05;0,00;0,00;0,00
733,4848;53,00;19,05;0,00;0,00;0,00
733,5152;52,00;19,05;0,00;0,00;0,00
733,5455;53,00;19,05;0,00;0,00;0,00
733,5758;52,00;19,05;0,00;0,00;0,00
733,6061;52,00;19,05;0,00;0,00;0,00
733,6364;52,00;19,05;0,00;0,00;0,00
733,6667;53,00;19,05;0,00;0,00;0,00
733,6970;52,00;19,05;0,00;0,00;0,00
733,7273;55,00;19,05;0,00;0,00;0,00
733,7576;52,00;19,05;0,00;0,00;0,00
733,7879;53,00;19,05;0,00;0,00;0,00
733,8182;53,00;19,05;0,00;0,00;0,00
733,8485;53,00;19,05;0,00;0,00;0,00
733,8788;52,00;19,05;0,00;0,00;0,00
733,9091;55,00;19,20;0,00;0,00;0,00
733,9394;54,00;19,20;0,00;0,00;0,00
733,9697;53,00;19,05;0,00;0,00;0,00
734,0000;53,00;19,05;0,00;0,00;0,00
734,0303;53,00;19,05;0,00;0,00;0,00
734,0606;53,00;19,05;0,00;0,00;0,00
734,0909;53,00;19,05;0,00;0,00;0,00
734,1212;52,00;19,05;0,00;0,00;0,00
734,1515;53,00;19,05;0,00;0,00;0,00
734,1818;52,00;19,05;0,00;0,00;0,00
734,2121;52,00;19,05;0,00;0,00;0,00
734,2424;53,00;19,05;0,00;0,00;0,00
734,2727;53,00;19,05;0,00;0,00;0,00
734,3030;54,00;19,05;0,00;0,00;0,00
734,3333;53,00;19,05;0,00;0,00;0,00
734,3636;52,00;19,05;0,00;0,00;0,00
734,3939;52,00;19,05;0,00;0,00;0,00
734,4242;52,00;19,05;0,00;0,00;0,00
734,4545;52,00;19,05;0,00;0,00;0,00
734,4848;52,00;19,20;0,00;0,00;0,00
734,5152;52,00;19,05;0,00;0,00;0,00
734,5455;52,00;19,05;0,00;0,00;0,00
734,5758;53,00;19,05;0,00;0,00;0,00
734,6061;54,00;19,05;0,00;0,00;0,00
734,6364;55,00;19,05;0,00;0,00;0,00
734,6667;56,00;19,05;0,00;0,00;0,00
734,6970;54,00;19,05;0,00;0,00;0,00
734,7273;55,00;19,05;0,00;0,00;0,00
734,7576;55,00;19,05;0,00;0,00;0,00
734,7879;53,00;19,05;0,00;0,00;0,00
734,8182;53,00;19,05;0,00;0,00;0,00
734,8485;53,00;19,20;0,00;0,00;0,00
734,8788;51,00;19,05;0,00;0,00;0,00
734,9091;52,00;19,05;0,00;0,00;0,00
734,9394;54,00;19,05;0,00;0,00;0,00
734,9697;53,00;19,05;0,00;0,00;0,00
735,0000;52,00;19,05;0,00;0,00;0,00
735,0303;54,00;19,20;0,00;0,00;0,00
735,0606;52,00;19,05;0,00;0,00;0,00
735,0909;53,00;19,05;0,00;0,00;0,00
735,1212;52,00;19,20;0,00;0,00;0,00
735,1515;52,00;19,05;0,00;0,00;0,00
735,1818;52,00;18,90;0,00;0,00;0,00
735,2121;55,00;19,05;0,00;0,00;0,00
735,2424;55,00;19,05;0,00;0,00;0,00
735,2727;54,00;19,05;0,00;0,00;0,00
735,3030;53,00;19,05;0,00;0,00;0,00
735,3333;52,00;19,05;0,00;0,00;0,00
735,3636;52,00;19,05;0,00;0,00;0,00
735,3939;53,00;19,05;0,00;0,00;0,00
735,4242;52,00;19,05;0,00;0,00;0,00
735,4545;53,00;19,05;0,00;0,00;0,00
735,4848;52,00;19,05;0,00;0,00;0,00
735,5152;51,00;19,05;0,00;0,00;0,00
735,5455;53,00;19,05;0,00;0,00;0,00
735,5758;53,00;19,05;0,00;0,00;0,00
735,6061;52,00;19,05;0,00;0,00;0,00
735,6364;51,00;19,05;0,00;0,00;0,00
735,6667;51,00;19,05;0,00;0,00;0,00
735,6970;51,00;19,05;0,00;0,00;0,00
735,7273;52,00;19,05;0,00;0,00;0,00
735,7576;51,00;19,05;0,00;0,00;0,00
735,7879;54,00;19,05;0,00;0,00;0,00
735,8182;53,00;19,05;0,00;0,00;0,00
735,8485;53,00;19,05;0,00;0,00;0,00
735,8788;54,00;19,05;0,00;0,00;0,00
735,9091;54,00;19,05;0,00;0,00;0,00
735,9394;53,00;19,05;0,00;0,00;0,00
735,9697;54,00;19,05;0,00;0,00;0,00
736,0000;53,00;19,05;0,00;0,00;0,00
736,0303;51,00;19,05;0,00;0,00;0,00
736,0606;53,00;19,05;0,00;0,00;0,00
736,0909;52,00;19,05;0,00;0,00;0,00
736,1212;52,00;19,05;0,00;0,00;0,00
736,1515;53,00;19,05;0,00;0,00;0,00
736,1818;51,00;19,05;0,00;0,00;0,00
736,2121;52,00;19,05;0,00;0,00;0,00
736,2424;51,00;19,05;0,00;0,00;0,00
736,2727;51,00;19,05;0,00;0,00;0,00
736,3030;51,00;19,05;0,00;0,00;0,00
736,3333;52,00;19,05;0,00;0,00;0,00
736,3636;52,00;19,05;0,00;0,00;0,00
736,3939;51,00;19,05;0,00;0,00;0,00
736,4242;53,00;19,05;0,00;0,00;0,00
736,4545;51,00;19,05;0,00;0,00;0,00
736,4848;51,00;19,05;0,00;0,00;0,00
736,5152;52,00;19,05;0,00;0,00;0,00
736,5455;51,00;19,05;0,00;0,00;0,00
736,5758;52,00;19,05;0,00;0,00;0,00
736,6061;52,00;19,05;0,00;0,00;0,00
736,6364;53,00;19,05;0,00;0,00;0,00
736,6667;52,00;19,20;0,00;0,00;0,00
736,6970;54,00;19,05;0,00;0,00;0,00
736,7273;54,00;19,05;0,00;0,00;0,00
736,7576;54,00;18,90;0,00;0,00;0,00
736,7879;52,00;19,05;0,00;0,00;0,00
736,8182;53,00;19,05;0,00;0,00;0,00
736,8485;55,00;19,05;0,00;0,00;0,00
736,8788;53,00;19,20;0,00;0,00;0,00
736,9091;52,00;19,05;0,00;0,00;0,00
736,9394;53,00;19,05;0,00;0,00;0,00
736,9697;51,00;19,20;0,00;0,00;0,00
737,0000;50,00;18,90;0,00;0,00;0,00
737,0303;52,00;19,05;0,00;0,00;0,00
737,0606;53,00;19,05;0,00;0,00;0,00
737,0909;52,00;19,05;0,00;0,00;0,00
737,1212;52,00;19,05;0,00;0,00;0,00
737,1515;53,00;19,05;0,00;0,00;0,00
737,1818;53,00;19,05;0,00;0,00;0,00
737,2121;51,00;19,05;0,00;0,00;0,00
737,2424;52,00;19,05;0,00;0,00;0,00
737,2727;54,00;19,05;0,00;0,00;0,00
737,3030;54,00;19,05;0,00;0,00;0,00
737,3333;52,00;19,05;0,00;0,00;0,00
737,3636;53,00;19,05;0,00;0,00;0,00
737,3939;51,00;19,05;0,00;0,00;0,00
737,4242;51,00;19,05;0,00;0,00;0,00
737,4545;54,00;19,05;0,00;0,00;0,00
737,4848;51,00;19,05;0,00;0,00;0,00
737,5152;52,00;19,05;0,00;0,00;0,00
737,5455;52,00;19,05;0,00;0,00;0,00
737,5758;50,00;19,05;0,00;0,00;0,00
737,6061;50,00;19,05;0,00;0,00;0,00
737,6364;52,00;19,05;0,00;0,00;0,00
737,6667;51,00;19,05;0,00;0,00;0,00
737,6970;51,00;19,05;0,00;0,00;0,00
737,7273;52,00;19,05;0,00;0,00;0,00
737,7576;50,00;19,05;0,00;0,00;0,00
737,7879;52,00;19,05;0,00;0,00;0,00
737,8182;53,00;19,05;0,00;0,00;0,00
737,8485;52,00;19,05;0,00;0,00;0,00
737,8788;52,00;19,05;0,00;0,00;0,00
737,9091;53,00;19,05;0,00;0,00;0,00
737,9394;53,00;19,05;0,00;0,00;0,00
737,9697;54,00;19,05;0,00;0,00;0,00
738,0000;52,00;19,05;0,00;0,00;0,00
738,0303;52,00;19,05;0,00;0,00;0,00
738,0606;52,00;19,05;0,00;0,00;0,00
738,0909;52,00;18,90;0,00;0,00;0,00
738,1212;52,00;19,20;0,00;0,00;0,00
738,1515;52,00;19,05;0,00;0,00;0,00
738,1818;52,00;19,05;0,00;0,00;0,00
738,2121;52,00;19,05;0,00;0,00;0,00
738,2424;53,00;19,05;0,00;0,00;0,00
738,2727;51,00;19,05;0,00;0,00;0,00
738,3030;50,00;19,05;0,00;0,00;0,00
738,3333;52,00;19,05;0,00;0,00;0,00
738,3636;51,00;19,05;0,00;0,00;0,00
738,3939;51,00;19,05;0,00;0,00;0,00
738,4242;52,00;19,05;0,00;0,00;0,00
738,4545;52,00;19,05;0,00;0,00;0,00
738,4848;51,00;19,05;0,00;0,00;0,00
738,5152;50,00;19,05;0,00;0,00;0,00
738,5455;51,00;18,90;0,00;0,00;0,00
738,5758;52,00;19,05;0,00;0,00;0,00
738,6061;52,00;19,05;0,00;0,00;0,00
738,6364;51,00;19,05;0,00;0,00;0,00
738,6667;53,00;19,05;0,00;0,00;0,00
738,6970;53,00;19,05;0,00;0,00;0,00
738,7273;52,00;19,05;0,00;0,00;0,00
738,7576;52,00;19,05;0,00;0,00;0,00
738,7879;53,00;18,90;0,00;0,00;0,00
738,8182;53,00;19,05;0,00;0,00;0,00
738,8485;53,00;19,05;0,00;0,00;0,00
738,8788;52,00;19,05;0,00;0,00;0,00
738,9091;53,00;19,05;0,00;0,00;0,00
738,9394;53,00;19,05;0,00;0,00;0,00
738,9697;53,00;19,05;0,00;0,00;0,00
739,0000;52,00;19,05;0,00;0,00;0,00
739,0303;52,00;19,05;0,00;0,00;0,00
739,0606;50,00;19,05;0,00;0,00;0,00
739,0909;52,00;19,05;0,00;0,00;0,00
739,1212;52,00;19,05;0,00;0,00;0,00
739,1515;52,00;19,05;0,00;0,00;0,00
739,1818;53,00;19,05;0,00;0,00;0,00
739,2121;52,00;19,05;0,00;0,00;0,00
739,2424;52,00;19,05;0,00;0,00;0,00
739,2727;53,00;19,05;0,00;0,00;0,00
739,3030;52,00;19,05;0,00;0,00;0,00
739,3333;53,00;19,05;0,00;0,00;0,00
739,3636;53,00;18,90;0,00;0,00;0,00
739,3939;54,00;19,05;0,00;0,00;0,00
739,4242;52,00;19,05;0,00;0,00;0,00
739,4545;55,00;19,05;0,00;0,00;0,00
739,4848;51,00;19,05;0,00;0,00;0,00
739,5152;51,00;18,90;0,00;0,00;0,00
739,5455;53,00;19,05;0,00;0,00;0,00
739,5758;51,00;19,20;0,00;0,00;0,00
739,6061;50,00;19,05;0,00;0,00;0,00
739,6364;51,00;19,05;0,00;0,00;0,00
739,6667;52,00;19,05;0,00;0,00;0,00
739,6970;52,00;19,05;0,00;0,00;0,00
739,7273;52,00;19,05;0,00;0,00;0,00
739,7576;51,00;19,05;0,00;0,00;0,00
739,7879;53,00;19,05;0,00;0,00;0,00
739,8182;51,00;19,05;0,00;0,00;0,00
739,8485;51,00;19,05;0,00;0,00;0,00
739,8788;53,00;19,05;0,00;0,00;0,00
739,9091;52,00;19,05;0,00;0,00;0,00
739,9394;52,00;19,05;0,00;0,00;0,00
739,9697;52,00;19,05;0,00;0,00;0,00
740,0000;53,00;19,20;0,00;0,00;0,00
740,0303;52,00;19,05;0,00;0,00;0,00
740,0606;53,00;19,05;0,00;0,00;0,00
740,0909;51,00;19,05;0,00;0,00;0,00
740,1212;52,00;19,05;0,00;0,00;0,00
740,1515;54,00;19,05;0,00;0,00;0,00
740,1818;52,00;19,05;0,00;0,00;0,00
740,2121;51,00;19,05;0,00;0,00;0,00
740,2424;51,00;19,05;0,00;0,00;0,00
740,2727;52,00;19,05;0,00;0,00;0,00
740,3030;52,00;19,05;0,00;0,00;0,00
740,3333;52,00;19,05;0,00;0,00;0,00
740,3636;52,00;19,05;0,00;0,00;0,00
740,3939;52,00;19,05;0,00;0,00;0,00
740,4242;53,00;19,05;0,00;0,00;0,00
740,4545;52,00;19,05;0,00;0,00;0,00
740,4848;52,00;19,05;0,00;0,00;0,00
740,5152;52,00;19,05;0,00;0,00;0,00
740,5455;53,00;19,05;0,00;0,00;0,00
740,5758;53,00;18,90;0,00;0,00;0,00
740,6061;50,00;19,20;0,00;0,00;0,00
740,6364;51,00;19,05;0,00;0,00;0,00
740,6667;51,00;19,05;0,00;0,00;0,00
740,6970;52,00;19,05;0,00;0,00;0,00
740,7273;51,00;19,05;0,00;0,00;0,00
740,7576;52,00;19,05;0,00;0,00;0,00
740,7879;52,00;19,05;0,00;0,00;0,00
740,8182;54,00;19,05;0,00;0,00;0,00
740,8485;53,00;19,05;0,00;0,00;0,00
740,8788;52,00;19,05;0,00;0,00;0,00
740,9091;54,00;19,05;0,00;0,00;0,00
740,9394;53,00;19,05;0,00;0,00;0,00
740,9697;53,00;19,05;0,00;0,00;0,00
741,0000;54,00;19,05;0,00;0,00;0,00
741,0303;53,00;19,05;0,00;0,00;0,00
741,0606;53,00;19,05;0,00;0,00;0,00
741,0909;52,00;19,05;0,00;0,00;0,00
741,1212;50,00;19,05;0,00;0,00;0,00
741,1515;51,00;19,05;0,00;0,00;0,00
741,1818;54,00;19,05;0,00;0,00;0,00
741,2121;52,00;19,05;0,00;0,00;0,00
741,2424;53,00;19,20;0,00;0,00;0,00
741,2727;53,00;19,05;0,00;0,00;0,00
741,3030;52,00;19,05;0,00;0,00;0,00
741,3333;52,00;19,05;0,00;0,00;0,00
741,3636;53,00;19,05;0,00;0,00;0,00
741,3939;53,00;19,05;0,00;0,00;0,00
741,4242;53,00;18,90;0,00;0,00;0,00
741,4545;54,00;19,05;0,00;0,00;0,00
741,4848;53,00;19,05;0,00;0,00;0,00
741,5152;53,00;19,05;0,00;0,00;0,00
741,5455;54,00;19,05;0,00;0,00;0,00
741,5758;51,00;19,05;0,00;0,00;0,00
741,6061;52,00;19,05;0,00;0,00;0,00
741,6364;53,00;19,05;0,00;0,00;0,00
741,6667;51,00;19,05;0,00;0,00;0,00
741,6970;51,00;19,05;0,00;0,00;0,00
741,7273;52,00;19,05;0,00;0,00;0,00
741,7576;51,00;19,05;0,00;0,00;0,00
741,7879;51,00;19,05;0,00;0,00;0,00
741,8182;53,00;19,20;0,00;0,00;0,00
741,8485;51,00;19,05;0,00;0,00;0,00
741,8788;51,00;19,05;0,00;0,00;0,00
741,9091;53,00;19,05;0,00;0,00;0,00
741,9394;52,00;19,05;0,00;0,00;0,00
741,9697;52,00;19,05;0,00;0,00;0,00
742,0000;55,00;19,05;0,00;0,00;0,00
742,0303;51,00;19,05;0,00;0,00;0,00
742,0606;53,00;19,05;0,00;0,00;0,00
742,0909;53,00;19,05;0,00;0,00;0,00
742,1212;53,00;19,05;0,00;0,00;0,00
742,1515;52,00;19,05;0,00;0,00;0,00
742,1818;52,00;19,05;0,00;0,00;0,00
742,2121;53,00;19,05;0,00;0,00;0,00
742,2424;53,00;19,05;0,00;0,00;0,00
742,2727;54,00;19,05;0,00;0,00;0,00
742,3030;53,00;19,05;0,00;0,00;0,00
742,3333;54,00;19,05;0,00;0,00;0,00
742,3636;52,00;19,05;0,00;0,00;0,00
742,3939;54,00;19,20;0,00;0,00;0,00
742,4242;51,00;19,05;0,00;0,00;0,00
742,4545;52,00;19,05;0,00;0,00;0,00
742,4848;52,00;19,05;0,00;0,00;0,00
742,5152;51,00;19,05;0,00;0,00;0,00
742,5455;51,00;19,05;0,00;0,00;0,00
742,5758;53,00;19,05;0,00;0,00;0,00
742,6061;52,00;18,90;0,00;0,00;0,00
742,6364;52,00;19,05;0,00;0,00;0,00
742,6667;52,00;19,05;0,00;0,00;0,00
742,6970;51,00;19,05;0,00;0,00;0,00
742,7273;51,00;19,05;0,00;0,00;0,00
742,7576;52,00;19,05;0,00;0,00;0,00
742,7879;52,00;19,05;0,00;0,00;0,00
742,8182;53,00;19,05;0,00;0,00;0,00
742,8485;53,00;19,05;0,00;0,00;0,00
742,8788;52,00;19,05;0,00;0,00;0,00
742,9091;53,00;19,05;0,00;0,00;0,00
742,9394;52,00;19,05;0,00;0,00;0,00
742,9697;54,00;19,05;0,00;0,00;0,00
743,0000;54,00;19,05;0,00;0,00;0,00
743,0303;54,00;19,05;0,00;0,00;0,00
743,0606;53,00;19,05;0,00;0,00;0,00
743,0909;53,00;19,05;0,00;0,00;0,00
743,1212;53,00;19,05;0,00;0,00;0,00
743,1515;52,00;19,05;0,00;0,00;0,00
743,1818;54,00;19,05;0,00;0,00;0,00
743,2121;51,00;19,05;0,00;0,00;0,00
743,2424;51,00;19,05;0,00;0,00;0,00
743,2727;53,00;18,90;0,00;0,00;0,00
743,3030;52,00;19,05;0,00;0,00;0,00
743,3333;52,00;19,05;0,00;0,00;0,00
743,3636;53,00;19,05;0,00;0,00;0,00
743,3939;52,00;19,05;0,00;0,00;0,00
743,4242;52,00;19,05;0,00;0,00;0,00
743,4545;53,00;19,05;0,00;0,00;0,00
743,4848;53,00;19,05;0,00;0,00;0,00
743,5152;52,00;19,05;0,00;0,00;0,00
743,5455;55,00;19,05;0,00;0,00;0,00
743,5758;54,00;19,05;0,00;0,00;0,00
743,6061;54,00;19,05;0,00;0,00;0,00
743,6364;54,00;19,05;0,00;0,00;0,00
743,6667;53,00;19,20;0,00;0,00;0,00
743,6970;52,00;19,05;0,00;0,00;0,00
743,7273;51,00;19,05;0,00;0,00;0,00
743,7576;51,00;19,05;0,00;0,00;0,00
743,7879;53,00;19,05;0,00;0,00;0,00
743,8182;51,00;19,05;0,00;0,00;0,00
743,8485;51,00;19,20;0,00;0,00;0,00
743,8788;54,00;19,05;0,00;0,00;0,00
743,9091;51,00;19,05;0,00;0,00;0,00
743,9394;51,00;19,05;0,00;0,00;0,00
743,9697;52,00;19,05;0,00;0,00;0,00
744,0000;52,00;19,05;0,00;0,00;0,00
744,0303;52,00;19,05;0,00;0,00;0,00
744,0606;52,00;19,05;0,00;0,00;0,00
744,0909;51,00;19,05;0,00;0,00;0,00
744,1212;52,00;19,05;0,00;0,00;0,00
744,1515;53,00;19,05;0,00;0,00;0,00
744,1818;54,00;19,05;0,00;0,00;0,00
744,2121;53,00;19,05;0,00;0,00;0,00
744,2424;53,00;19,05;0,00;0,00;0,00
744,2727;54,00;18,90;0,00;0,00;0,00
744,3030;54,00;19,20;0,00;0,00;0,00
744,3333;54,00;19,05;0,00;0,00;0,00
744,3636;52,00;19,05;0,00;0,00;0,00
744,3939;51,00;19,05;0,00;0,00;0,00
744,4242;53,00;19,05;0,00;0,00;0,00
744,4545;52,00;19,05;0,00;0,00;0,00
744,4848;52,00;18,90;0,00;0,00;0,00
744,5152;51,00;19,20;0,00;0,00;0,00
744,5455;51,00;19,05;0,00;0,00;0,00
744,5758;52,00;19,05;0,00;0,00;0,00
744,6061;50,00;18,90;0,00;0,00;0,00
744,6364;52,00;19,05;0,00;0,00;0,00
744,6667;53,00;19,05;0,00;0,00;0,00
