Time [s];Schweissstrom [A];Schweissspannung [V];Drahtvorschub [m/min];Gasfluss [l/min];Motorstrom [A]
287,3636;52,00;18,90;0,00;0,00;0,00
287,3939;51,00;19,05;0,00;0,00;0,00
287,4242;51,00;19,05;0,00;0,00;0,00
287,4545;50,00;19,05;0,00;0,00;0,00
287,4848;50,00;19,05;0,00;0,00;0,00
287,5152;52,00;19,05;0,00;0,00;0,00
287,5455;52,00;19,05;0,00;0,00;0,00
287,5758;51,00;19,05;0,00;0,00;0,00
287,6061;52,00;19,05;0,00;0,00;0,00
287,6364;53,00;19,05;0,00;0,00;0,00
287,6667;52,00;19,05;0,00;0,00;0,00
287,6970;52,00;19,05;0,00;0,00;0,00
287,7273;52,00;19,05;0,00;0,00;0,00
287,7576;52,00;19,05;0,00;0,00;0,00
287,7879;54,00;19,05;0,00;0,00;0,00
287,8182;52,00;19,05;0,00;0,00;0,00
287,8485;51,00;19,05;0,00;0,00;0,00
287,8788;53,00;19,05;0,00;0,00;0,00
287,9091;52,00;19,05;0,00;0,00;0,00
287,9394;51,00;19,20;0,00;0,00;0,00
287,9697;53,00;19,05;0,00;0,00;0,00
288,0000;53,00;19,05;0,00;0,00;0,00
288,0303;52,00;19,05;0,00;0,00;0,00
288,0606;52,00;19,05;0,00;0,00;0,00
288,0909;52,00;19,05;0,00;0,00;0,00
288,1212;52,00;19,05;0,00;0,00;0,00
288,1515;52,00;19,20;0,00;0,00;0,00
288,1818;52,00;19,05;0,00;0,00;0,00
288,2121;52,00;19,05;0,00;0,00;0,00
288,2424;52,00;19,05;0,00;0,00;0,00
288,2727;52,00;19,05;0,00;0,00;0,00
288,3030;51,00;19,05;0,00;0,00;0,00
288,3333;51,00;18,90;0,00;0,00;0,00
288,3636;52,00;19,05;0,00;0,00;0,00
288,3939;52,00;19,05;0,00;0,00;0,00
288,4242;52,00;19,05;0,00;0,00;0,00
288,4545;52,00;19,05;0,00;0,00;0,00
288,4848;52,00;19,05;0,00;0,00;0,00
288,5152;53,00;19,05;0,00;0,00;0,00
288,5455;55,00;19,05;0,00;0,00;0,00
288,5758;52,00;19,20;0,00;0,00;0,00
288,6061;53,00;19,05;0,00;0,00;0,00
288,6364;54,00;19,05;0,00;0,00;0,00
288,6667;53,00;19,20;0,00;0,00;0,00
288,6970;53,00;18,90;0,00;0,00;0,00
288,7273;54,00;19,05;0,00;0,00;0,00
288,7576;52,00;19,05;0,00;0,00;0,00
288,7879;52,00;19,05;0,00;0,00;0,00
288,8182;53,00;18,90;0,00;0,00;0,00
288,8485;52,00;19,20;0,00;0,00;0,00
288,8788;51,00;19,05;0,00;0,00;0,00
288,9091;55,00;19,05;0,00;0,00;0,00
288,9394;52,00;19,05;0,00;0,00;0,00
288,9697;52,00;19,05;0,00;0,00;0,00
289,0000;52,00;19,05;0,00;0,00;0,00
289,0303;52,00;19,05;0,00;0,00;0,00
289,0606;52,00;18,90;0,00;0,00;0,00
289,0909;52,00;19,05;0,00;0,00;0,00
289,1212;51,00;19,05;0,00;0,00;0,00
289,1515;50,00;18,90;0,00;0,00;0,00
289,1818;56,00;19,05;0,00;0,00;0,00
289,2121;55,00;19,05;0,00;0,00;0,00
289,2424;53,00;19,05;0,00;0,00;0,00
289,2727;56,00;19,05;0,00;0,00;0,00
289,3030;55,00;19,05;0,00;0,00;0,00
289,3333;55,00;19,05;0,00;0,00;0,00
289,3636;52,00;19,20;0,00;0,00;0,00
289,3939;53,00;19,05;0,00;0,00;0,00
289,4242;53,00;19,05;0,00;0,00;0,00
289,4545;53,00;19,05;0,00;0,00;0,00
289,4848;52,00;18,90;0,00;0,00;0,00
289,5152;53,00;19,05;0,00;0,00;0,00
289,5455;53,00;19,05;0,00;0,00;0,00
289,5758;53,00;18,90;0,00;0,00;0,00
289,6061;53,00;19,05;0,00;0,00;0,00
289,6364;52,00;19,05;0,00;0,00;0,00
289,6667;53,00;19,05;0,00;0,00;0,00
289,6970;54,00;18,90;0,00;0,00;0,00
289,7273;53,00;19,05;0,00;0,00;0,00
289,7576;54,00;19,05;0,00;0,00;0,00
289,7879;53,00;19,05;0,00;0,00;0,00
289,8182;53,00;19,05;0,00;0,00;0,00
289,8485;54,00;18,90;0,00;0,00;0,00
289,8788;54,00;19,05;0,00;0,00;0,00
289,9091;54,00;19,05;0,00;0,00;0,00
289,9394;53,00;19,05;0,00;0,00;0,00
289,9697;56,00;19,05;0,00;0,00;0,00
290,0000;53,00;19,05;0,00;0,00;0,00
290,0303;54,00;19,05;0,00;0,00;0,00
290,0606;53,00;19,05;0,00;0,00;0,00
290,0909;52,00;19,05;0,00;0,00;0,00
290,1212;55,00;19,05;0,00;0,00;0,00
290,1515;51,00;19,05;0,00;0,00;0,00
290,1818;52,00;19,05;0,00;0,00;0,00
290,2121;54,00;19,05;0,00;0,00;0,00
290,2424;54,00;19,05;0,00;0,00;0,00
290,2727;52,00;19,05;0,00;0,00;0,00
290,3030;54,00;19,05;0,00;0,00;0,00
290,3333;54,00;19,05;0,00;0,00;0,00
290,3636;52,00;19,05;0,00;0,00;0,00
290,3939;53,00;19,20;0,00;0,00;0,00
290,4242;53,00;19,20;0,00;0,00;0,00
290,4545;55,00;18,90;0,00;0,00;0,00
290,4848;54,00;19,05;0,00;0,00;0,00
290,5152;53,00;19,20;0,00;0,00;0,00
290,5455;52,00;19,05;0,00;0,00;0,00
290,5758;54,00;19,05;0,00;0,00;0,00
290,6061;55,00;19,20;0,00;0,00;0,00
290,6364;54,00;19,05;0,00;0,00;0,00
290,6667;54,00;18,90;0,00;0,00;0,00
290,6970;56,00;18,90;0,00;0,00;0,00
290,7273;57,00;18,90;0,00;0,00;0,00
290,7576;57,00;19,05;0,00;0,00;0,00
290,7879;59,00;19,05;0,00;0,00;0,00
290,8182;57,00;19,05;0,00;0,00;0,00
290,8485;56,00;18,90;0,00;0,00;0,00
290,8788;57,00;19,05;0,00;0,00;0,00
290,9091;57,00;19,20;0,00;0,00;0,00
290,9394;54,00;19,05;0,00;0,00;0,00
290,9697;56,00;18,90;0,00;0,00;0,00
291,0000;54,00;19,20;0,00;0,00;0,00
291,0303;54,00;19,20;0,00;0,00;0,00
291,0606;54,00;19,05;0,00;0,00;0,00
291,0909;53,00;19,05;0,00;0,00;0,00
291,1212;53,00;19,05;0,00;0,00;0,00
291,1515;58,00;19,05;0,00;0,00;0,00
291,1818;55,00;19,20;0,00;0,00;0,00
291,2121;55,00;19,05;0,00;0,00;0,00
291,2424;56,00;19,05;0,00;0,00;0,00
291,2727;56,00;19,05;0,00;0,00;0,00
291,3030;54,00;19,05;0,00;0,00;0,00
291,3333;57,00;19,05;0,00;0,00;0,00
291,3636;54,00;19,20;0,00;0,00;0,00
291,3939;53,00;19,05;0,00;0,00;0,00
291,4242;54,00;18,90;0,00;0,00;0,00
291,4545;53,00;19,05;0,00;0,00;0,00
291,4848;54,00;19,05;0,00;0,00;0,00
291,5152;54,00;19,05;0,00;0,00;0,00
291,5455;54,00;19,05;0,00;0,00;0,00
291,5758;52,00;19,05;0,00;0,00;0,00
291,6061;55,00;19,05;0,00;0,00;0,00
291,6364;55,00;19,05;0,00;0,00;0,00
291,6667;53,00;19,05;0,00;0,00;0,00
291,6970;54,00;19,05;0,00;0,00;0,00
291,7273;53,00;19,05;0,00;0,00;0,00
291,7576;52,00;19,05;0,00;0,00;0,00
291,7879;53,00;19,05;0,00;0,00;0,00
291,8182;53,00;19,05;0,00;0,00;0,00
291,8485;54,00;19,05;0,00;0,00;0,00
291,8788;54,00;19,05;0,00;0,00;0,00
291,9091;53,00;19,05;0,00;0,00;0,00
291,9394;56,00;19,05;0,00;0,00;0,00
291,9697;53,00;19,05;0,00;0,00;0,00
292,0000;54,00;19,05;0,00;0,00;0,00
292,0303;54,00;19,05;0,00;0,00;0,00
292,0606;54,00;19,05;0,00;0,00;0,00
292,0909;53,00;19,05;0,00;0,00;0,00
292,1212;52,00;19,05;0,00;0,00;0,00
292,1515;53,00;19,05;0,00;0,00;0,00
292,1818;53,00;19,05;0,00;0,00;0,00
292,2121;52,00;19,05;0,00;0,00;0,00
292,2424;54,00;19,05;0,00;0,00;0,00
292,2727;52,00;19,05;0,00;0,00;0,00
292,3030;53,00;19,05;0,00;0,00;0,00
292,3333;53,00;19,05;0,00;0,00;0,00
292,3636;54,00;19,05;0,00;0,00;0,00
292,3939;54,00;19,05;0,00;0,00;0,00
292,4242;53,00;19,05;0,00;0,00;0,00
292,4545;54,00;19,05;0,00;0,00;0,00
292,4848;52,00;19,05;0,00;0,00;0,00
292,5152;51,00;19,05;0,00;0,00;0,00
292,5455;54,00;19,05;0,00;0,00;0,00
292,5758;53,00;19,05;0,00;0,00;0,00
292,6061;53,00;19,05;0,00;0,00;0,00
292,6364;53,00;19,05;0,00;0,00;0,00
292,6667;53,00;19,05;0,00;0,00;0,00
292,6970;54,00;19,05;0,00;0,00;0,00
292,7273;55,00;19,05;0,00;0,00;0,00
292,7576;52,00;19,05;0,00;0,00;0,00
292,7879;54,00;19,20;0,00;0,00;0,00
292,8182;55,00;19,05;0,00;0,00;0,00
292,8485;54,00;19,05;0,00;0,00;0,00
292,8788;53,00;19,05;0,00;0,00;0,00
292,9091;53,00;19,05;0,00;0,00;0,00
292,9394;53,00;19,05;0,00;0,00;0,00
292,9697;53,00;18,90;0,00;0,00;0,00
293,0000;54,00;19,05;0,00;0,00;0,00
293,0303;51,00;19,20;0,00;0,00;0,00
293,0606;54,00;19,05;0,00;0,00;0,00
293,0909;53,00;19,05;0,00;0,00;0,00
293,1212;52,00;19,05;0,00;0,00;0,00
293,1515;55,00;19,05;0,00;0,00;0,00
293,1818;53,00;19,05;0,00;0,00;0,00
293,2121;56,00;18,90;0,00;0,00;0,00
293,2424;54,00;19,05;0,00;0,00;0,00
293,2727;56,00;19,20;0,00;0,00;0,00
293,3030;57,00;18,90;0,00;0,00;0,00
293,3333;60,00;19,20;0,00;0,00;0,00
293,3636;57,00;19,05;0,00;0,00;0,00
293,3939;57,00;19,05;0,00;0,00;0,00
293,4242;55,00;19,05;0,00;0,00;0,00
293,4545;52,00;19,05;0,00;0,00;0,00
293,4848;53,00;19,05;0,00;0,00;0,00
293,5152;53,00;19,05;0,00;0,00;0,00
293,5455;52,00;19,05;0,00;0,00;0,00
293,5758;54,00;19,20;0,00;0,00;0,00
293,6061;53,00;19,05;0,00;0,00;0,00
293,6364;52,00;19,05;0,00;0,00;0,00
293,6667;53,00;19,05;0,00;0,00;0,00
293,6970;54,00;19,05;0,00;0,00;0,00
293,7273;53,00;19,05;0,00;0,00;0,00
293,7576;52,00;18,90;0,00;0,00;0,00
293,7879;52,00;19,05;0,00;0,00;0,00
293,8182;53,00;19,05;0,00;0,00;0,00
293,8485;52,00;19,05;0,00;0,00;0,00
293,8788;55,00;19,05;0,00;0,00;0,00
293,9091;52,00;19,05;0,00;0,00;0,00
293,9394;54,00;19,05;0,00;0,00;0,00
293,9697;54,00;19,05;0,00;0,00;0,00
294,0000;55,00;19,05;0,00;0,00;0,00
294,0303;55,00;19,05;0,00;0,00;0,00
294,0606;54,00;19,05;0,00;0,00;0,00
294,0909;53,00;19,05;0,00;0,00;0,00
294,1212;53,00;19,05;0,00;0,00;0,00
294,1515;52,00;19,05;0,00;0,00;0,00
294,1818;52,00;19,05;0,00;0,00;0,00
294,2121;53,00;19,05;0,00;0,00;0,00
294,2424;54,00;19,05;0,00;0,00;0,00
294,2727;54,00;19,05;0,00;0,00;0,00
294,3030;54,00;19,05;0,00;0,00;0,00
294,3333;52,00;19,05;0,00;0,00;0,00
294,3636;52,00;19,05;0,00;0,00;0,00
294,3939;53,00;19,05;0,00;0,00;0,00
294,4242;51,00;19,05;0,00;0,00;0,00
294,4545;53,00;19,05;0,00;0,00;0,00
294,4848;54,00;19,05;0,00;0,00;0,00
294,5152;53,00;18,90;0,00;0,00;0,00
294,5455;52,00;19,20;0,00;0,00;0,00
294,5758;51,00;19,05;0,00;0,00;0,00
294,6061;53,00;19,05;0,00;0,00;0,00
294,6364;53,00;19,05;0,00;0,00;0,00
294,6667;52,00;19,05;0,00;0,00;0,00
294,6970;52,00;19,05;0,00;0,00;0,00
294,7273;53,00;19,05;0,00;0,00;0,00
294,7576;54,00;19,05;0,00;0,00;0,00
294,7879;55,00;19,05;0,00;0,00;0,00
294,8182;54,00;18,90;0,00;0,00;0,00
294,8485;55,00;19,05;0,00;0,00;0,00
294,8788;54,00;19,20;0,00;0,00;0,00
294,9091;54,00;19,05;0,00;0,00;0,00
294,9394;55,00;19,05;0,00;0,00;0,00
294,9697;54,00;19,05;0,00;0,00;0,00
295,0000;53,00;19,20;0,00;0,00;0,00
295,0303;53,00;19,05;0,00;0,00;0,00
295,0606;52,00;18,90;0,00;0,00;0,00
295,0909;53,00;19,05;0,00;0,00;0,00
295,1212;53,00;19,05;0,00;0,00;0,00
295,1515;55,00;19,05;0,00;0,00;0,00
295,1818;54,00;19,05;0,00;0,00;0,00
295,2121;52,00;19,05;0,00;0,00;0,00
295,2424;54,00;19,05;0,00;0,00;0,00
295,2727;54,00;19,05;0,00;0,00;0,00
295,3030;53,00;19,05;0,00;0,00;0,00
295,3333;54,00;19,05;0,00;0,00;0,00
295,3636;52,00;19,05;0,00;0,00;0,00
295,3939;51,00;19,05;0,00;0,00;0,00
295,4242;54,00;18,90;0,00;0,00;0,00
295,4545;54,00;19,05;0,00;0,00;0,00
295,4848;53,00;19,05;0,00;0,00;0,00
295,5152;54,00;19,05;0,00;0,00;0,00
295,5455;51,00;19,05;0,00;0,00;0,00
295,5758;53,00;19,05;0,00;0,00;0,00
295,6061;54,00;19,05;0,00;0,00;0,00
295,6364;52,00;19,05;0,00;0,00;0,00
295,6667;52,00;19,05;0,00;0,00;0,00
295,6970;51,00;19,05;0,00;0,00;0,00
295,7273;53,00;19,20;0,00;0,00;0,00
295,7576;52,00;19,05;0,00;0,00;0,00
295,7879;53,00;19,05;0,00;0,00;0,00
295,8182;52,00;19,05;0,00;0,00;0,00
295,8485;52,00;19,05;0,00;0,00;0,00
295,8788;52,00;19,05;0,00;0,00;0,00
295,9091;53,00;19,05;0,00;0,00;0,00
295,9394;55,00;19,05;0,00;0,00;0,00
295,9697;53,00;19,05;0,00;0,00;0,00
296,0000;53,00;19,05;0,00;0,00;0,00
296,0303;53,00;19,05;0,00;0,00;0,00
296,0606;53,00;19,05;0,00;0,00;0,00
296,0909;53,00;18,90;0,00;0,00;0,00
296,1212;52,00;19,05;0,00;0,00;0,00
296,1515;51,00;19,05;0,00;0,00;0,00
296,1818;53,00;18,90;0,00;0,00;0,00
296,2121;53,00;19,05;0,00;0,00;0,00
296,2424;54,00;19,05;0,00;0,00;0,00
296,2727;52,00;19,05;0,00;0,00;0,00
296,3030;52,00;19,05;0,00;0,00;0,00
296,3333;52,00;19,05;0,00;0,00;0,00
296,3636;54,00;19,05;0,00;0,00;0,00
296,3939;52,00;19,05;0,00;0,00;0,00
296,4242;52,00;19,05;0,00;0,00;0,00
296,4545;52,00;19,20;0,00;0,00;0,00
296,4848;52,00;19,05;0,00;0,00;0,00
296,5152;51,00;19,05;0,00;0,00;0,00
296,5455;53,00;19,05;0,00;0,00;0,00
296,5758;51,00;19,05;0,00;0,00;0,00
296,6061;52,00;18,90;0,00;0,00;0,00
296,6364;53,00;19,05;0,00;0,00;0,00
296,6667;51,00;19,05;0,00;0,00;0,00
296,6970;52,00;19,05;0,00;0,00;0,00
296,7273;53,00;19,05;0,00;0,00;0,00
296,7576;52,00;19,05;0,00;0,00;0,00
296,7879;51,00;19,05;0,00;0,00;0,00
296,8182;54,00;19,05;0,00;0,00;0,00
296,8485;53,00;19,05;0,00;0,00;0,00
296,8788;53,00;19,05;0,00;0,00;0,00
296,9091;52,00;19,05;0,00;0,00;0,00
296,9394;55,00;19,05;0,00;0,00;0,00
296,9697;54,00;19,05;0,00;0,00;0,00
297,0000;54,00;19,05;0,00;0,00;0,00
297,0303;53,00;19,05;0,00;0,00;0,00
297,0606;54,00;19,05;0,00;0,00;0,00
297,0909;53,00;19,05;0,00;0,00;0,00
297,1212;53,00;19,05;0,00;0,00;0,00
297,1515;54,00;19,05;0,00;0,00;0,00
297,1818;54,00;19,05;0,00;0,00;0,00
297,2121;51,00;19,05;0,00;0,00;0,00
297,2424;54,00;19,05;0,00;0,00;0,00
297,2727;52,00;19,05;0,00;0,00;0,00
297,3030;52,00;18,90;0,00;0,00;0,00
297,3333;52,00;19,05;0,00;0,00;0,00
297,3636;53,00;19,05;0,00;0,00;0,00
297,3939;53,00;19,05;0,00;0,00;0,00
297,4242;52,00;19,05;0,00;0,00;0,00
297,4545;51,00;19,05;0,00;0,00;0,00
297,4848;53,00;19,05;0,00;0,00;0,00
297,5152;53,00;19,05;0,00;0,00;0,00
297,5455;53,00;19,05;0,00;0,00;0,00
297,5758;54,00;19,20;0,00;0,00;0,00
297,6061;53,00;19,05;0,00;0,00;0,00
297,6364;52,00;19,05;0,00;0,00;0,00
297,6667;53,00;19,05;0,00;0,00;0,00
297,6970;51,00;19,05;0,00;0,00;0,00
297,7273;51,00;19,05;0,00;0,00;0,00
297,7576;53,00;19,05;0,00;0,00;0,00
297,7879;52,00;19,05;0,00;0,00;0,00
297,8182;51,00;19,05;0,00;0,00;0,00
297,8485;53,00;19,05;0,00;0,00;0,00
297,8788;53,00;19,05;0,00;0,00;0,00
297,9091;52,00;19,20;0,00;0,00;0,00
297,9394;53,00;19,05;0,00;0,00;0,00
297,9697;53,00;19,05;0,00;0,00;0,00
298,0000;51,00;19,05;0,00;0,00;0,00
298,0303;54,00;19,05;0,00;0,00;0,00
298,0606;53,00;19,05;0,00;0,00;0,00
298,0909;53,00;19,05;0,00;0,00;0,00
298,1212;52,00;19,05;0,00;0,00;0,00
298,1515;51,00;19,05;0,00;0,00;0,00
298,1818;53,00;19,05;0,00;0,00;0,00
298,2121;53,00;19,05;0,00;0,00;0,00
298,2424;52,00;19,05;0,00;0,00;0,00
298,2727;52,00;19,05;0,00;0,00;0,00
298,3030;54,00;19,05;0,00;0,00;0,00
298,3333;53,00;19,05;0,00;0,00;0,00
298,3636;52,00;19,05;0,00;0,00;0,00
298,3939;53,00;19,05;0,00;0,00;0,00
298,4242;53,00;19,05;0,00;0,00;0,00
298,4545;52,00;19,05;0,00;0,00;0,00
298,4848;52,00;19,05;0,00;0,00;0,00
298,5152;52,00;19,05;0,00;0,00;0,00
298,5455;51,00;19,05;0,00;0,00;0,00
298,5758;52,00;19,05;0,00;0,00;0,00
298,6061;54,00;19,05;0,00;0,00;0,00
298,6364;53,00;19,05;0,00;0,00;0,00
298,6667;52,00;19,05;0,00;0,00;0,00
298,6970;52,00;19,05;0,00;0,00;0,00
298,7273;51,00;19,05;0,00;0,00;0,00
298,7576;51,00;19,05;0,00;0,00;0,00
298,7879;52,00;19,05;0,00;0,00;0,00
298,8182;52,00;19,05;0,00;0,00;0,00
298,8485;51,00;19,05;0,00;0,00;0,00
298,8788;53,00;19,05;0,00;0,00;0,00
298,9091;53,00;19,05;0,00;0,00;0,00
298,9394;54,00;19,05;0,00;0,00;0,00
298,9697;54,00;19,05;0,00;0,00;0,00
299,0000;51,00;19,05;0,00;0,00;0,00
299,0303;52,00;19,05;0,00;0,00;0,00
299,0606;52,00;19,05;0,00;0,00;0,00
299,0909;53,00;19,05;0,00;0,00;0,00
299,1212;54,00;19,05;0,00;0,00;0,00
299,1515;52,00;19,20;0,00;0,00;0,00
299,1818;53,00;19,05;0,00;0,00;0,00
299,2121;54,00;19,05;0,00;0,00;0,00
299,2424;54,00;19,05;0,00;0,00;0,00
299,2727;51,00;19,05;0,00;0,00;0,00
299,3030;52,00;19,05;0,00;0,00;0,00
299,3333;53,00;19,05;0,00;0,00;0,00
299,3636;51,00;19,05;0,00;0,00;0,00
299,3939;52,00;19,05;0,00;0,00;0,00
299,4242;51,00;19,05;0,00;0,00;0,00
299,4545;52,00;19,05;0,00;0,00;0,00
299,4848;51,00;19,05;0,00;0,00;0,00
299,5152;52,00;19,05;0,00;0,00;0,00
299,5455;52,00;19,05;0,00;0,00;0,00
299,5758;52,00;19,05;0,00;0,00;0,00
299,6061;54,00;19,05;0,00;0,00;0,00
299,6364;53,00;19,05;0,00;0,00;0,00
299,6667;54,00;19,05;0,00;0,00;0,00
299,6970;52,00;19,05;0,00;0,00;0,00
299,7273;52,00;19,05;0,00;0,00;0,00
299,7576;53,00;19,05;0,00;0,00;0,00
299,7879;53,00;19,05;0,00;0,00;0,00
299,8182;51,00;19,05;0,00;0,00;0,00
299,8485;53,00;19,05;0,00;0,00;0,00
299,8788;50,00;19,05;0,00;0,00;0,00
299,9091;51,00;19,05;0,00;0,00;0,00
299,9394;53,00;19,05;0,00;0,00;0,00
299,9697;52,00;19,05;0,00;0,00;0,00
300,0000;51,00;19,05;0,00;0,00;0,00
300,0303;54,00;19,05;0,00;0,00;0,00
300,0606;50,00;19,05;0,00;0,00;0,00
300,0909;52,00;19,05;0,00;0,00;0,00
300,1212;54,00;19,05;0,00;0,00;0,00
300,1515;52,00;19,05;0,00;0,00;0,00
300,1818;53,00;19,05;0,00;0,00;0,00
300,2121;52,00;19,05;0,00;0,00;0,00
300,2424;53,00;19,05;0,00;0,00;0,00
300,2727;54,00;19,05;0,00;0,00;0,00
300,3030;55,00;19,05;0,00;0,00;0,00
300,3333;53,00;18,90;0,00;0,00;0,00
300,3636;53,00;19,05;0,00;0,00;0,00
300,3939;54,00;19,05;0,00;0,00;0,00
300,4242;53,00;18,90;0,00;0,00;0,00
300,4545;55,00;19,05;0,00;0,00;0,00
300,4848;53,00;19,05;0,00;0,00;0,00
300,5152;55,00;19,05;0,00;0,00;0,00
300,5455;54,00;19,05;0,00;0,00;0,00
300,5758;54,00;19,05;0,00;0,00;0,00
300,6061;52,00;19,05;0,00;0,00;0,00
300,6364;52,00;19,05;0,00;0,00;0,00
300,6667;53,00;19,05;0,00;0,00;0,00
300,6970;51,00;19,05;0,00;0,00;0,00
300,7273;52,00;19,05;0,00;0,00;0,00
300,7576;53,00;19,05;0,00;0,00;0,00
300,7879;52,00;19,05;0,00;0,00;0,00
300,8182;54,00;19,05;0,00;0,00;0,00
300,8485;52,00;19,05;0,00;0,00;0,00
300,8788;52,00;19,05;0,00;0,00;0,00
300,9091;52,00;19,05;0,00;0,00;0,00
300,9394;51,00;19,05;0,00;0,00;0,00
300,9697;52,00;19,05;0,00;0,00;0,00
301,0000;53,00;19,05;0,00;0,00;0,00
301,0303;53,00;19,05;0,00;0,00;0,00
301,0606;53,00;19,05;0,00;0,00;0,00
301,0909;53,00;19,05;0,00;0,00;0,00
301,1212;54,00;19,05;0,00;0,00;0,00
301,1515;53,00;19,05;0,00;0,00;0,00
301,1818;53,00;19,05;0,00;0,00;0,00
301,2121;54,00;19,05;0,00;0,00;0,00
301,2424;52,00;19,05;0,00;0,00;0,00
301,2727;52,00;19,05;0,00;0,00;0,00
301,3030;55,00;19,05;0,00;0,00;0,00
301,3333;52,00;19,20;0,00;0,00;0,00
301,3636;52,00;18,90;0,00;0,00;0,00
301,3939;54,00;19,05;0,00;0,00;0,00
301,4242;52,00;19,05;0,00;0,00;0,00
301,4545;51,00;19,05;0,00;0,00;0,00
301,4848;52,00;19,05;0,00;0,00;0,00
301,5152;52,00;19,05;0,00;0,00;0,00
301,5455;51,00;19,05;0,00;0,00;0,00
301,5758;53,00;19,05;0,00;0,00;0,00
301,6061;52,00;19,05;0,00;0,00;0,00
301,6364;52,00;19,05;0,00;0,00;0,00
301,6667;54,00;19,05;0,00;0,00;0,00
301,6970;52,00;19,05;0,00;0,00;0,00
301,7273;54,00;19,05;0,00;0,00;0,00
301,7576;54,00;19,05;0,00;0,00;0,00
301,7879;52,00;19,05;0,00;0,00;0,00
301,8182;52,00;19,05;0,00;0,00;0,00
301,8485;54,00;19,05;0,00;0,00;0,00
301,8788;51,00;19,05;0,00;0,00;0,00
301,9091;52,00;19,05;0,00;0,00;0,00
301,9394;52,00;19,05;0,00;0,00;0,00
301,9697;51,00;19,05;0,00;0,00;0,00
302,0000;50,00;19,05;0,00;0,00;0,00
302,0303;53,00;19,05;0,00;0,00;0,00
302,0606;53,00;19,05;0,00;0,00;0,00
302,0909;52,00;19,05;0,00;0,00;0,00
302,1212;53,00;19,05;0,00;0,00;0,00
302,1515;53,00;19,05;0,00;0,00;0,00
302,1818;53,00;19,05;0,00;0,00;0,00
302,2121;53,00;19,05;0,00;0,00;0,00
302,2424;54,00;19,05;0,00;0,00;0,00
302,2727;53,00;19,05;0,00;0,00;0,00
302,3030;53,00;19,05;0,00;0,00;0,00
302,3333;54,00;19,20;0,00;0,00;0,00
302,3636;53,00;19,05;0,00;0,00;0,00
302,3939;54,00;19,20;0,00;0,00;0,00
302,4242;53,00;19,20;0,00;0,00;0,00
302,4545;54,00;19,05;0,00;0,00;0,00
302,4848;54,00;19,05;0,00;0,00;0,00
302,5152;52,00;19,05;0,00;0,00;0,00
302,5455;54,00;19,05;0,00;0,00;0,00
302,5758;51,00;19,05;0,00;0,00;0,00
302,6061;54,00;18,90;0,00;0,00;0,00
302,6364;52,00;19,05;0,00;0,00;0,00
302,6667;52,00;19,05;0,00;0,00;0,00
302,6970;53,00;19,05;0,00;0,00;0,00
302,7273;52,00;19,05;0,00;0,00;0,00
302,7576;50,00;19,05;0,00;0,00;0,00
302,7879;53,00;19,05;0,00;0,00;0,00
302,8182;52,00;19,05;0,00;0,00;0,00
302,8485;54,00;19,20;0,00;0,00;0,00
302,8788;53,00;18,90;0,00;0,00;0,00
302,9091;49,00;19,05;0,00;0,00;0,00
302,9394;52,00;19,20;0,00;0,00;0,00
302,9697;52,00;19,05;0,00;0,00;0,00
303,0000;51,00;19,05;0,00;0,00;0,00
303,0303;51,00;18,90;0,00;0,00;0,00
303,0606;51,00;19,05;0,00;0,00;0,00
303,0909;52,00;19,20;0,00;0,00;0,00
303,1212;53,00;19,05;0,00;0,00;0,00
303,1515;53,00;19,05;0,00;0,00;0,00
303,1818;54,00;19,05;0,00;0,00;0,00
303,2121;55,00;19,05;0,00;0,00;0,00
303,2424;53,00;19,05;0,00;0,00;0,00
303,2727;51,00;19,05;0,00;0,00;0,00
303,3030;53,00;19,05;0,00;0,00;0,00
303,3333;52,00;19,05;0,00;0,00;0,00
303,3636;53,00;18,90;0,00;0,00;0,00
303,3939;53,00;19,05;0,00;0,00;0,00
303,4242;53,00;19,20;0,00;0,00;0,00
303,4545;51,00;19,05;0,00;0,00;0,00
303,4848;54,00;18,90;0,00;0,00;0,00
303,5152;52,00;19,20;0,00;0,00;0,00
303,5455;52,00;19,05;0,00;0,00;0,00
303,5758;51,00;19,05;0,00;0,00;0,00
303,6061;51,00;19,05;0,00;0,00;0,00
303,6364;50,00;19,05;0,00;0,00;0,00
303,6667;52,00;19,05;0,00;0,00;0,00
303,6970;53,00;19,05;0,00;0,00;0,00
303,7273;50,00;19,05;0,00;0,00;0,00
303,7576;53,00;19,05;0,00;0,00;0,00
303,7879;54,00;19,05;0,00;0,00;0,00
303,8182;52,00;19,05;0,00;0,00;0,00
303,8485;52,00;19,05;0,00;0,00;0,00
303,8788;52,00;19,05;0,00;0,00;0,00
303,9091;52,00;19,05;0,00;0,00;0,00
303,9394;52,00;19,20;0,00;0,00;0,00
303,9697;52,00;19,05;0,00;0,00;0,00
304,0000;54,00;19,05;0,00;0,00;0,00
304,0303;52,00;19,20;0,00;0,00;0,00
304,0606;51,00;19,05;0,00;0,00;0,00
304,0909;54,00;19,05;0,00;0,00;0,00
304,1212;53,00;19,05;0,00;0,00;0,00
304,1515;51,00;19,05;0,00;0,00;0,00
304,1818;53,00;19,05;0,00;0,00;0,00
304,2121;53,00;19,05;0,00;0,00;0,00
